#{"t_start": 1746506379.11345, "env_id": "MergeEnv-v0"}
r,l,t
-7.697162,50,649.460014
-10.785605,50,650.071586
-7.888723,50,650.789125
-10.774204,50,651.536795
-10.724483,50,652.177459
-8.742314,50,652.78847
-8.773704,50,653.422077
-7.789356,50,654.103006
-12.739401,50,654.734394
-7.830359,50,655.353213
-7.779926,50,655.973212
-9.723178,50,656.593134
-7.737256,50,657.214329
-7.732242,50,657.826352
-9.721197,50,658.50155
-7.706198,50,659.314325
-7.698192,50,659.927621
-8.742236,50,660.548313
-7.72476,50,661.159181
-7.720226,50,661.796496
-7.723326,50,662.411049
-7.715174,50,663.022002
-7.721119,50,663.648285
-7.802688,50,664.318577
-12.699857,50,665.116538
-14.721432,50,665.733108
-8.723027,50,666.347357
-7.78589,50,666.961879
-9.722045,50,667.578864
-7.732719,50,668.19411
-7.72763,50,668.796647
-7.763763,50,669.400178
-7.741376,50,670.002989
-8.722662,50,670.605148
-7.829314,50,671.220513
-8.733311,50,671.910798
-7.722834,50,672.576694
-7.711558,50,673.201439
-8.838029,50,673.872208
-8.030765,50,675.001533
-7.707617,50,675.717493
-9.7534,50,676.352404
-7.69569,50,676.973216
-9.722302,50,677.588728
-7.707887,50,678.196972
-7.720647,50,678.892007
-9.886087,50,679.618406
-8.77904,50,680.236024
-7.694047,50,680.844376
-7.884308,50,681.474295
-13.833579,50,682.125543
-9.830606,50,682.760718
-9.725379,50,683.445834
-9.772662,50,684.198546
-10.883761,50,685.006632
-7.83027,50,685.80667
-8.70086,50,686.561126
-8.834843,50,687.196544
-8.796492,50,687.904176
-8.817117,50,688.576817
-7.827546,50,690.036809
-7.733334,50,690.69402
-7.883649,50,691.351324
-7.720266,50,691.994251
-7.758167,50,692.647193
-8.699393,50,693.297812
-8.746959,50,693.927165
-7.721806,50,694.551019
-7.714079,50,695.252841
-7.833299,50,695.904411
-7.722949,50,696.519862
-7.712034,50,697.135599
-10.748388,50,697.753503
-9.706923,50,698.370603
-7.711165,50,698.97696
-10.766365,50,699.590326
-7.725214,50,700.203869
-7.720111,50,700.813977
-7.738249,50,701.4207
-7.703655,50,702.047364
-7.721104,50,702.767753
-8.75266,50,703.506548
-9.832702,50,704.157933
-7.773805,50,704.883329
-7.708094,50,705.566878
-7.777531,50,706.189919
-7.74062,50,706.868372
-7.694679,50,707.487799
-7.747149,50,708.112559
-7.826441,50,709.166025
-7.80327,50,709.87016
-12.721282,50,710.660222
-10.838997,50,711.293724
-7.812864,50,711.908934
-7.758831,50,712.54051
-8.828248,50,713.281699
-7.78728,50,713.930722
-7.70861,50,714.561172
-12.725841,50,715.41345
-7.785909,50,716.468729
-9.704715,50,717.862675
-9.770418,50,718.952724
-10.703888,50,719.959554
-7.785829,50,720.770805
-8.830022,50,721.553589
-13.705342,50,722.297801
-9.726201,50,723.051417
-7.724751,50,724.104847
-9.71179,50,725.434705
-9.813766,50,727.035877
-13.884423,50,727.981076
-8.718057,50,729.20364
-7.797177,50,730.166862
-9.701676,50,731.125076
-7.754346,50,735.018077
-9.694898,50,736.73578
-8.714408,50,737.998541
-9.722027,50,739.331905
-7.829766,50,740.528383
-7.825666,50,741.807472
-9.781209,50,742.796912
-7.724829,50,743.639626
-8.779676,50,744.635675
-9.729349,50,745.522171
-15.844207,50,747.040664
-8.789908,50,749.005847
-7.746668,50,750.295555
-7.725165,50,751.490067
-19.820148,50,752.630299
-11.695509,50,753.567249
-7.733374,50,754.357636
-8.781684,50,755.256752
-7.73052,50,756.107444
-7.723937,50,756.83826
-10.73957,50,757.574821
-8.828072,50,758.639464
-8.859631,50,759.781583
-7.74432,50,760.497485
-7.723203,50,761.266877
-7.936197,50,762.389749
-8.850289,50,763.085244
-7.766677,50,763.793523
-7.864577,50,764.587992
-7.811344,50,765.356843
-7.724248,50,766.159555
-7.814409,50,766.846771
-9.721597,50,767.527239
-7.728318,50,768.365687
-7.721113,50,769.131981
-8.776828,50,769.820843
-7.761711,50,770.503621
-7.722635,50,771.202801
-12.794632,50,771.881136
-7.706688,50,772.563888
-9.69421,50,773.258779
-12.723843,50,774.01903
-7.755521,50,774.677425
-8.728029,50,775.332311
-7.731276,50,776.029354
-7.697744,50,776.807767
-7.723786,50,777.677721
-8.82903,50,778.44085
-10.697152,50,779.148576
-11.710646,50,779.892386
-10.725974,50,780.780408
-8.696034,50,781.511942
-9.713405,50,782.191302
-8.718517,50,782.854392
-11.73183,50,783.516744
-8.75251,50,784.201159
-12.696691,50,784.871826
-11.736008,50,785.535969
-7.721584,50,786.233918
-7.762883,50,786.999191
-7.835561,50,787.678996
-7.735116,50,788.346577
-8.720125,50,789.080653
-8.695425,50,789.788269
-8.721585,50,790.452558
-7.695809,50,791.087943
-8.83183,50,791.743708
-7.696032,50,792.39258
-8.739063,50,793.034233
-7.698804,50,793.672957
-7.704188,50,794.322719
-17.727216,50,794.971554
-7.708837,50,795.644331
-8.774648,50,796.295081
-7.721692,50,797.015708
-7.852771,50,798.183655
-8.724263,50,798.832371
-9.716354,50,799.506329
-7.707406,50,800.240395
-8.707325,50,800.868795
-9.748433,50,801.531206
-9.720138,50,802.172463
-7.694569,50,802.799573
-7.694168,50,803.440968
-8.6982,50,804.099374
-8.69594,50,804.762482
-7.738367,50,805.495222
-7.785074,50,806.125341
-8.725564,50,807.136254
-8.698151,50,807.817448
-7.712662,50,808.461434
-7.760876,50,809.082224
-7.720852,50,809.746994
-7.723188,50,810.543157
-10.802789,50,811.490487
-10.705126,50,812.135035
-7.753312,50,812.758039
-10.860944,50,813.38757
-7.781154,50,814.034392
-11.873985,50,814.641479
-9.830125,50,815.255037
-8.72567,50,816.028175
-11.793901,50,816.670162
-10.707266,50,817.367023
-8.779164,50,818.036661
-8.777074,50,818.655514
-8.809145,50,819.282337
-9.729052,50,819.920099
-9.711357,50,820.588662
-9.722814,50,821.287529
-7.706766,50,822.09401
-12.860288,50,822.747602
-7.735504,50,823.410227
-7.874554,50,824.063043
-12.780636,50,824.701888
-7.835304,50,825.352539
-9.711865,50,826.003112
-7.73522,50,826.644048
-8.695739,50,827.256958
-7.750181,50,827.976767
-7.826034,50,828.598795
-9.775304,50,829.221645
-7.860172,50,829.84717
-7.717462,50,830.480063
-7.774291,50,831.136946
-7.907236,50,832.126483
-7.887121,50,832.841284
-8.736554,50,833.481577
-10.722227,50,834.200233
-7.735131,50,834.812993
-8.757333,50,835.432308
-8.726101,50,836.077871
-7.752198,50,836.751418
-7.730353,50,837.39528
-9.705653,50,838.155622
-10.753058,50,838.830094
-7.746057,50,839.563039
-8.866346,50,840.416841
-8.77586,50,841.236387
-7.72093,50,841.889563
-7.763365,50,842.568026
-13.720698,50,843.286767
-12.706278,50,844.241415
-7.826816,50,844.892722
-11.82929,50,845.579322
-7.810671,50,846.2405
-10.70912,50,846.968602
-8.702103,50,847.878464
-7.727382,50,848.778046
-8.722664,50,849.45912
-14.846842,50,850.12163
-8.75386,50,850.78964
-7.779535,50,851.471326
-7.785163,50,852.123484
-7.758609,50,852.790572
-7.71103,50,853.566006
-10.726788,50,854.33193
-7.854,50,855.043366
-8.781904,50,855.699456
-9.703777,50,856.331857
-10.81138,50,856.993595
-7.827539,50,857.682127
-7.725528,50,858.503843
-8.881539,50,859.279705
-7.725419,50,859.930468
-13.884314,50,860.577288
-7.775422,50,861.228085
-8.701682,50,861.871357
-7.828975,50,862.534318
-7.720309,50,863.196192
-7.773179,50,863.913828
-7.730013,50,864.568556
-7.727272,50,865.228264
-7.724042,50,865.886873
-8.72229,50,866.556331
-7.825389,50,867.741532
-8.711303,50,868.410952
-7.778803,50,869.169469
-10.745176,50,869.911894
-9.738262,50,870.59316
-7.745117,50,871.384113
-8.762801,50,872.146894
-7.720767,50,872.78181
-8.696081,50,873.435015
-7.723205,50,874.180307
-12.722595,50,874.994238
-7.70122,50,875.794524
-14.807161,50,876.58253
-7.798477,50,877.471403
-7.746186,50,878.219313
-7.771386,50,878.974151
-9.803031,50,879.887236
-9.703521,50,880.766737
-9.835091,50,881.575561
-8.724093,50,882.294824
-10.740461,50,882.976137
-8.732562,50,883.643432
-15.764825,50,884.295423
-7.73206,50,885.112744
-7.815338,50,885.836191
-9.782397,50,886.6326
-10.836355,50,887.451749
-14.831245,50,888.278012
-7.74412,50,888.920145
-8.796029,50,889.691897
-13.777247,50,890.690334
-9.889898,50,891.553101
-10.729789,50,892.373964
-14.779251,50,893.039298
-8.775042,50,893.762719
-10.722036,50,894.505044
-8.723827,50,895.270991
-13.883031,50,895.932397
-7.721846,50,896.614045
-8.720107,50,897.248234
-9.718507,50,897.881577
-7.783702,50,898.530973
-7.72205,50,899.165858
-7.698029,50,899.905241
-7.818787,50,900.721433
-12.772218,50,901.366415
-12.868731,50,902.034392
-7.721443,50,902.774885
-7.791678,50,903.524546
-9.741303,50,904.227751
-7.886442,50,906.129377
-7.694216,50,907.216856
-11.72677,50,907.967349
-13.760893,50,908.635931
-7.730699,50,909.326249
-7.729627,50,910.002138
-10.758695,50,910.742793
-8.713946,50,911.685496
-7.803598,50,912.50389
-9.790435,50,913.216955
-7.811754,50,913.871597
-7.724523,50,914.533778
-7.725756,50,915.261141
-7.773006,50,916.041157
-7.777202,50,916.730567
-7.714315,50,917.514307
-7.706753,50,918.157157
-9.722085,50,918.817563
-9.735042,50,919.485316
-8.71953,50,920.148244
-9.788421,50,920.883379
-11.729899,50,921.583168
-8.827199,50,922.230664
-8.704644,50,922.88891
-7.702386,50,923.527701
-11.835584,50,924.269442
-7.720836,50,924.911767
-7.79913,50,925.545437
-9.852565,50,926.809149
-8.756507,50,927.60094
-7.725504,50,928.287981
-11.725301,50,928.930794
-7.80797,50,929.60611
-7.76517,50,930.318372
-13.828284,50,931.050217
-7.77592,50,931.703539
-10.831935,50,932.34546
-7.88201,50,932.969392
-8.721576,50,933.592299
-7.779201,50,934.215208
-8.727251,50,934.859873
-11.720436,50,935.607067
-7.828168,50,936.528854
-7.777527,50,937.290442
-7.772536,50,937.962578
-8.717028,50,938.637869
-9.706315,50,939.263381
-10.764432,50,939.901923
-8.779017,50,940.554539
-7.71371,50,941.24754
-7.838718,50,942.205363
-7.721092,50,942.895613
-7.789837,50,943.521687
-10.886336,50,944.159337
-7.734281,50,944.854149
-14.722495,50,945.636344
-8.773774,50,946.510414
-9.722085,50,947.587842
-7.725352,50,948.352229
-9.847909,50,949.015497
-16.697216,50,949.748383
-8.708514,50,950.388393
-7.698669,50,951.093476
-8.746387,50,951.724528
-8.779747,50,952.343018
-8.76046,50,952.964769
-13.711863,50,953.590761
-8.722187,50,954.207649
-7.725292,50,954.858536
-7.801485,50,955.507136
-8.774736,50,956.133049
-10.799623,50,956.880998
-8.721856,50,957.528989
-9.7421,50,958.149319
-8.701772,50,958.776701
-7.803159,50,959.475734
-8.724394,50,960.088959
-8.879322,50,960.770352
-7.698971,50,961.627384
-8.708136,50,962.280957
-10.819776,50,962.894484
-8.706265,50,963.509181
-9.736072,50,964.124665
-7.733486,50,964.735437
-7.823565,50,965.346611
-13.74737,50,965.963035
-7.720592,50,966.573551
-7.753414,50,967.213854
-12.807498,50,967.984707
-7.801396,50,968.61026
-12.779029,50,969.235476
-8.765878,50,969.847071
-12.793184,50,970.450928
-7.736972,50,971.053142
-7.704312,50,971.72917
-7.855324,50,972.331881
-7.849455,50,972.938898
-9.741685,50,973.547158
-10.700497,50,974.153782
-7.809175,50,974.792239
